dataset,arch,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,74.680000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,62.900000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,50.180000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,39.110000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.5,30.820000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.75,24.990000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2,20.280000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.25,17.420000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.5,15.360000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.75,13.930000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c2_c4,calibrated_mne_a0p1,Calibrated MNE (α=0.1),calibrated_mne_l2,0p0005,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,3,12.930000,fashion_mnist-checkpoints/cnn2_c2_c4_L[16]_fashion_calibrated_mne_cnn2_c2_c4_cmne_a0p1_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c2_c4/calibrated_mne_a0p1/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,84.820000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,82.480000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,76.380000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,66.490000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,53.450000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,39.600000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.5,28.850000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.75,23.170000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2,19.150000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.25,17.810000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.5,16.450000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.75,15.990000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,3,15.300000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_l2_rcnone_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,84.750000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,82.500000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,77.390000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,69.170000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,54.650000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,39.280000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.5,27.200000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.75,20.570000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2,16.510000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.25,14.660000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.5,13.650000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.75,12.610000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,3,12.280000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_calibrated_mne_cnn2_c4_c8_l2_wo_seed42_ep30_L16.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/weight_decay_weights_only/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,old_detach,Old MNE (detach λ),mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,84.620000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/old_detach/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,old_detach,Old MNE (detach λ),mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,83.070000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/old_detach/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,old_detach,Old MNE (detach λ),mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,78.610000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/old_detach/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,old_detach,Old MNE (detach λ),mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,71.660000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/old_detach/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,old_detach,Old MNE (detach λ),mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,59.590000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/old_detach/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_c4_c8,old_detach,Old MNE (detach λ),mne_l2,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,46.130000,fashion_mnist-checkpoints/cnn2_c4_c8_L[16]_fashion_spectral_mne_cnn2_c4_c8_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_cnn2_widths_four_regs_sigma0_3_seed42/cnn2_c4_c8/old_detach/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_c4_c8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
