dataset,arch,variant,variant_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,sigma,acc,checkpoint,matrix_csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,2.5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,2.75,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,3,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,3.25,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,3.5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,3.75,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,4,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,4.25,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,4.5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,4.75,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay,L2-all (all params),weight_decay,none,0.0001,42,16,0,16,5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,0,51.454000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,0.25,42.188000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,0.5,31.690000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,0.75,20.586000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,1,11.076000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,1.25,4.952000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,1.5,1.966000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,1.75,0.770000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,2,0.328000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,2.25,0.228000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,2.5,0.180000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,2.75,0.134000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,3,0.106000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,3.25,0.102000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,3.5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,3.75,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,4,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,4.25,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,4.5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,4.75,0.094000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,weight_decay_weights_only,L2-wo (weights only),weight_decay_weights_only,none,0.0001,42,16,0,16,5,0.094000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/weight_decay_weights_only/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,0,56.054000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,0.25,52.266000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,0.5,46.934000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,0.75,40.042000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,1,31.030000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,1.25,20.398000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,1.5,10.340000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,1.75,3.934000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,2,1.230000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,2.25,0.434000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,2.5,0.202000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,2.75,0.126000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,3,0.102000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,3.25,0.102000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
